// Red Pouch of Surprise Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Red_Pouch_Of_Surprise,0,Poring,1002
MOBG_Red_Pouch_Of_Surprise,1001,ç²¤l,214285
MOBG_Red_Pouch_Of_Surprise,1002,ªi§Q,1000000
MOBG_Red_Pouch_Of_Surprise,1004,¸Á§L,357142
MOBG_Red_Pouch_Of_Surprise,1005,§l¦å½¿½»,357142
MOBG_Red_Pouch_Of_Surprise,1007,ºñ´Ö¦ä,428571
MOBG_Red_Pouch_Of_Surprise,1008,¦ä¸º,71428
MOBG_Red_Pouch_Of_Surprise,1009,¨rÆN,357142
MOBG_Red_Pouch_Of_Surprise,1010,¾ðºë,357142
MOBG_Red_Pouch_Of_Surprise,1011,»aÃÇ,357142
MOBG_Red_Pouch_Of_Surprise,1012,Ã¹¹Fµì,357142
MOBG_Red_Pouch_Of_Surprise,1013,¯T,357142
MOBG_Red_Pouch_Of_Surprise,1014,Å]Û£,357142
MOBG_Red_Pouch_Of_Surprise,1015,»G¤r,357142
MOBG_Red_Pouch_Of_Surprise,1016,¨¸Àe¤}½b¤â,214285
MOBG_Red_Pouch_Of_Surprise,1018,§J·ç¦Ì,357142
MOBG_Red_Pouch_Of_Surprise,1019,¤j¼L³¾,357142
MOBG_Red_Pouch_Of_Surprise,1020,°ÒªûÃ¹Å]ªá,357142
MOBG_Red_Pouch_Of_Surprise,1023,Ã~¤H¾Ô¤h,214285
MOBG_Red_Pouch_Of_Surprise,1024,´ËÆF,357142
MOBG_Red_Pouch_Of_Surprise,1025,«C³D,357142
MOBG_Red_Pouch_Of_Surprise,1026,»ø¤r,214285
MOBG_Red_Pouch_Of_Surprise,1028,¨¸Àe¤h§L,214285
MOBG_Red_Pouch_Of_Surprise,1029,³D¤k¥ìµ·,71428
MOBG_Red_Pouch_Of_Surprise,1030,¬r³D,214285
MOBG_Red_Pouch_Of_Surprise,1031,ªiªi§Q,357142
MOBG_Red_Pouch_Of_Surprise,1032,²¦µÜ¯S,214285
MOBG_Red_Pouch_Of_Surprise,1033,ªø¦Ñ¾ðºë,214285
MOBG_Red_Pouch_Of_Surprise,1034,¹F©Ôµì,214285
MOBG_Red_Pouch_Of_Surprise,1035,¨ª»aÃÇ,71428
MOBG_Red_Pouch_Of_Surprise,1036,ºñ»G¤r,214285
MOBG_Red_Pouch_Of_Surprise,1037,¶Â³D,71428
MOBG_Red_Pouch_Of_Surprise,1040,¥¨¥Û©Ç,214285
MOBG_Red_Pouch_Of_Surprise,1041,¤ì¤D¥ì,214285
MOBG_Red_Pouch_Of_Surprise,1042,ºñ»aÃÇ,357142
MOBG_Red_Pouch_Of_Surprise,1044,¤H³½,214285
MOBG_Red_Pouch_Of_Surprise,1045,°¨§J,214285
MOBG_Red_Pouch_Of_Surprise,1047,¤j¼L³¾³J,71428
MOBG_Red_Pouch_Of_Surprise,1048,µs¦ä§Z,71428
